transaction_id,persona_id,date,description,amount,category,is_labelled
2167,P01,14/04/2025,VISA PURCHASE HENRY COFFEE NEW FARM,6.02,,False
2168,P01,15/04/2025,POS CAMPOS SOUTH BRISBANE TID 849288,4.55,,False
2169,P01,16/04/2025,TRANSLINK TOP UP BRISBANE QLD SVC 10025796,50.0,,False
2170,P01,16/04/2025,POS ROLLD CBD TID 184614,12.04,,False
2171,P01,16/04/2025,VISA PURCHASE COFFEE HERO TOOWONG,5.58,,False
2172,P01,16/04/2025,EFTPOS PURCHASE DAILY GRIND SOUTH BRISBANE TID 640424,5.18,,False
2173,P01,17/04/2025,UBER *EATS HELP.UBER.COM NLD ORD 565598,24.98,,False
2174,P01,17/04/2025,POS SINGLE O INDOOROOPILLY TID 557083,5.32,,False
2175,P01,17/04/2025,POS HENRY COFFEE INDOOROOPILLY TID 297048,6.01,,False
2176,P01,17/04/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ TOOWONG TID 210947,17.62,,False
2177,P01,18/04/2025,CARD PURCHASE 18APR COFFEE HERO 6814 INDOOROOPILLY,6.14,,False
2178,P01,18/04/2025,CARD PURCHASE 18APR EB GAMES 8678 FORTITUDE VLY,123.7,,False
2179,P01,19/04/2025,VISA PURCHASE TAPAS BAR FORTITUDE VLY,33.21,,False
2180,P01,20/04/2025,POS 7-ELEVEN FORTITUDE VLY TID 968072,4.16,,False
2181,P01,20/04/2025,VISA PURCHASE TANPOPO JAPANESE NEW FARM,16.54,,False
2182,P01,20/04/2025,EFTPOS PURCHASE OFFICEWORKS ALEXANDRIA INDOOROOPILLY TID 726697,85.9,,False
2183,P01,21/04/2025,OSKO PAYMENT RENT BRISBANE 16,477.35,,False
2184,P01,22/04/2025,POS COFFEE HERO TOOWONG TID 117824,5.3,,False
2185,P01,22/04/2025,EFTPOS PURCHASE MECCA SOUTH BRISBANE TID 787791,5.66,,False
2186,P01,22/04/2025,VISA PURCHASE HOKKAIDO RAMEN SOUTH BRISBANE,14.26,,False
2187,P01,23/04/2025,TRANSLINK TOP UP BRISBANE QLD,20.0,,False
2188,P01,23/04/2025,EFTPOS PURCHASE BANH MI FORTITUDE VLY TID 191637,9.75,,False
2189,P01,24/04/2025,CARD PURCHASE 24APR 7-ELEVEN 2298 CBD,31.65,,False
2190,P01,24/04/2025,CARD PURCHASE 24APR DAILY GRIND 5157 NEW FARM,6.42,,False
2191,P01,24/04/2025,POS MECCA FORTITUDE VLY TID 258507,5.99,,False
2192,P01,24/04/2025,POS DAILY GRIND CBD TID 259398,5.19,,False
2193,P01,24/04/2025,VISA PURCHASE SINGLE O INDOOROOPILLY,5.94,,False
2194,P01,25/04/2025,EFTPOS PURCHASE MECCA SOUTH BRISBANE TID 492825,5.82,,False
2195,P01,26/04/2025,PAYROLL Harbour Media NET PAY,-3145.84,,False
2196,P01,26/04/2025,CARD PURCHASE 26APR 7-ELEVEN 1715 NEW FARM,6.73,,False
2197,P01,26/04/2025,VISA PURCHASE COFFEE HERO SOUTH BRISBANE,5.25,,False
2198,P01,27/04/2025,POS COLES SOUTH BRISBANE TID 132797,104.5,,False
2199,P01,27/04/2025,VISA PURCHASE BANH MI CBD,15.32,,False
2200,P01,27/04/2025,EFTPOS PURCHASE ST DREUX NEW FARM TID 930192,5.96,,False
2201,P01,27/04/2025,VISA PURCHASE HENRY COFFEE TOOWONG,5.18,,False
2202,P01,28/04/2025,PAYID TRANSFER TO RENT BRISBANE 17 REF 83846,477.35,,False
2203,P01,28/04/2025,CARD PURCHASE 28APR DAILY GRIND 5086 CBD,5.52,,False
2204,P01,28/04/2025,CARD PURCHASE 28APR OFFICEWORKS ALEXANDRIA 2736 NEW FARM,94.95,,False
2205,P01,28/04/2025,APPLE.COM/BILL AUS,3.49,,False
2206,P01,29/04/2025,VISA PURCHASE RUBY COFFEE FORTITUDE VLY,5.26,,False
2207,P01,29/04/2025,POS SINGLE O TOOWONG TID 296838,5.92,,False
2208,P01,29/04/2025,CARD PURCHASE 29APR RUBY COFFEE 2311 FORTITUDE VLY,4.95,,False
2209,P01,30/04/2025,POS IGA NEW FARM TID 586865,31.7,,False
2210,P01,30/04/2025,POS COFFEE HERO NEW FARM TID 296475,6.17,,False
2211,P01,30/04/2025,POS COFFEE HERO SOUTH BRISBANE TID 539131,5.11,,False
2212,P01,30/04/2025,EFTPOS PURCHASE SUSHI HUB SOUTH BRISBANE TID 435140,15.87,,False
2213,P01,30/04/2025,VISA PURCHASE GUZMAN Y GOMEZ SOUTH BRISBANE,16.31,,False
2214,P01,01/05/2025,DIRECT DEBIT BUPA AUSTRALIA,120.9,,False
2215,P01,01/05/2025,VISA PURCHASE HOKKAIDO RAMEN TOOWONG,15.43,,False
2216,P01,01/05/2025,POS CAMPOS SOUTH BRISBANE TID 482462,4.55,,False
2217,P01,01/05/2025,EFTPOS PURCHASE 7-ELEVEN SOUTH BRISBANE TID 311987,5.3,,False
2218,P01,02/05/2025,EFTPOS PURCHASE SINGLE O CBD TID 804624,5.87,,False
2219,P01,02/05/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ SOUTH BRISBANE TID 435048,16.58,,False
2220,P01,03/05/2025,TRANSLINK TOP UP BRISBANE QLD SVC 25070161,20.0,,False
2221,P01,03/05/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 614667,18.77,,False
2222,P01,03/05/2025,POS CAMPOS NEW FARM TID 770928,4.75,,False
2223,P01,03/05/2025,VISA PURCHASE 7-ELEVEN SOUTH BRISBANE,8.17,,False
2224,P01,04/05/2025,CARD PURCHASE 04MAY COLES 1448 NEW FARM,24.4,,False
2225,P01,04/05/2025,POS MECCA SOUTH BRISBANE TID 259569,5.28,,False
2226,P01,04/05/2025,EFTPOS PURCHASE RUBY COFFEE FORTITUDE VLY TID 162932,6.29,,False
2227,P01,05/05/2025,OSKO PAYMENT RENT BRISBANE 18,477.35,,False
2228,P01,05/05/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ NEW FARM TID 112304,17.13,,False
2229,P01,05/05/2025,VISA PURCHASE HENRY COFFEE CBD,5.8,,False
2230,P01,05/05/2025,EFTPOS PURCHASE DAILY GRIND NEW FARM TID 281512,5.82,,False
2231,P01,05/05/2025,VISA PURCHASE SINGLE O NEW FARM,5.52,,False
2232,P01,06/05/2025,SPOTIFY P0652 STOCKHOLM,16.47,,False
2233,P01,06/05/2025,POS RUBY COFFEE NEW FARM TID 196691,6.16,,False
2234,P01,06/05/2025,VISA PURCHASE HOKKAIDO RAMEN INDOOROOPILLY,13.97,,False
2235,P01,06/05/2025,EFTPOS PURCHASE OFFICEWORKS ALEXANDRIA INDOOROOPILLY TID 651534,41.77,,False
2236,P01,07/05/2025,DIRECT DEBIT OPTUS BILL DDR ID 031249,64.48,,False
2237,P01,07/05/2025,EFTPOS PURCHASE 7-ELEVEN CBD TID 548140,5.94,,False
2238,P01,07/05/2025,POS CAMPOS FORTITUDE VLY TID 931691,4.67,,False
2239,P01,07/05/2025,EFTPOS PURCHASE HENRY COFFEE FORTITUDE VLY TID 151521,5.13,,False
2240,P01,08/05/2025,POS COFFEE HERO TOOWONG TID 763161,4.64,,False
2241,P01,08/05/2025,CARD PURCHASE 08MAY BANH MI 5175 INDOOROOPILLY,10.14,,False
2242,P01,08/05/2025,POS MAD MEX TOOWONG TID 380525,14.84,,False
2243,P01,08/05/2025,CARD PURCHASE 08MAY CAMPOS 4431 CBD,5.21,,False
2244,P01,08/05/2025,APPLE.COM/BILL,4.49,,False
2245,P01,09/05/2025,TRANSLINK TOP UP BRISBANE QLD SVC 81641715,60.0,,False
2246,P01,09/05/2025,POS HENRY COFFEE NEW FARM TID 783840,6.03,,False
2247,P01,09/05/2025,EFTPOS PURCHASE DAILY GRIND INDOOROOPILLY TID 982903,4.74,,False
2248,P01,09/05/2025,POS RUBY COFFEE SOUTH BRISBANE TID 371116,5.85,,False
2249,P01,09/05/2025,EFTPOS PURCHASE KMART BROADWAY NEW FARM TID 749618,112.99,,False
2250,P01,09/05/2025,APPLE.COM/BILL AUS,4.49,,False
2251,P01,10/05/2025,APPLE.COM/BILL ICLD 50GB,4.95,,False
2252,P01,10/05/2025,EFTPOS PURCHASE RISING SUN WORKSHOP TOOWONG TID 222145,52.23,,False
2253,P01,10/05/2025,EFTPOS PURCHASE MECCA SOUTH BRISBANE TID 185084,4.84,,False
2254,P01,11/05/2025,UBER *EATS HELP.UBER.COM NLD,24.36,,False
2255,P01,11/05/2025,EFTPOS PURCHASE SINGLE O NEW FARM TID 537890,4.83,,False
2256,P01,11/05/2025,CARD PURCHASE 11MAY ROLLD 7090 SOUTH BRISBANE,11.95,,False
2257,P01,12/05/2025,PAYID TRANSFER TO RENT BRISBANE 19 REF 98017,477.35,,False
2258,P01,12/05/2025,POS WOOLWORTHS SOUTH BRISBANE TID 413072,157.71,,False
2259,P01,12/05/2025,EFTPOS PURCHASE ROLLD NEW FARM TID 521174,17.4,,False
2260,P01,12/05/2025,EFTPOS PURCHASE 7-ELEVEN NEW FARM TID 469075,7.78,,False
2261,P01,13/05/2025,DIRECT DEBIT - TPG INTERNET DDR ID 031683,93.49,,False
2262,P01,13/05/2025,CARD PURCHASE 13MAY SINGLE O 8218 NEW FARM,6.15,,False
2263,P01,14/05/2025,POS SINGLE O SOUTH BRISBANE TID 128689,4.82,,False
2264,P01,14/05/2025,POS ST DREUX SOUTH BRISBANE TID 300992,5.32,,False
2265,P01,14/05/2025,CARD PURCHASE 14MAY MECCA 1513 FORTITUDE VLY,5.31,,False
2266,P01,14/05/2025,VISA PURCHASE COFFEE HERO TOOWONG,5.93,,False
2267,P01,15/05/2025,POS 7-ELEVEN FORTITUDE VLY TID 617207,18.64,,False
2268,P01,15/05/2025,VISA PURCHASE MAD MEX FORTITUDE VLY,14.53,,False
2269,P01,15/05/2025,CARD PURCHASE 15MAY MECCA 7696 CBD,5.35,,False
2270,P01,15/05/2025,VISA PURCHASE HENRY COFFEE TOOWONG,4.91,,False
2271,P01,16/05/2025,VISA PURCHASE GUZMAN Y GOMEZ INDOOROOPILLY,12.46,,False
2272,P01,16/05/2025,CARD PURCHASE 16MAY ST DREUX 8612 NEW FARM,6.25,,False
2273,P01,16/05/2025,VISA PURCHASE MECCA SOUTH BRISBANE,5.09,,False
2274,P01,16/05/2025,EFTPOS PURCHASE 7-ELEVEN NEW FARM TID 775534,4.65,,False
2275,P01,16/05/2025,POS ST DREUX NEW FARM TID 462003,5.44,,False
2276,P01,16/05/2025,CARD PURCHASE 16MAY MECCA 2014 FORTITUDE VLY,5.04,,False
2277,P01,17/05/2025,POS TANPOPO JAPANESE NEW FARM TID 814712,11.89,,False
2278,P01,17/05/2025,CARD PURCHASE 17MAY ST DREUX 2846 NEW FARM,5.76,,False
2279,P01,18/05/2025,VISA PURCHASE ROLLD CBD,9.49,,False
2280,P01,18/05/2025,VISA PURCHASE MAD MEX CBD,13.33,,False
2281,P01,18/05/2025,VISA PURCHASE CAMPOS FORTITUDE VLY,5.41,,False
2282,P01,19/05/2025,OSKO PAYMENT RENT BRISBANE 20,477.35,,False
2283,P01,19/05/2025,CARD PURCHASE 19MAY SINGLE O 6403 INDOOROOPILLY,5.15,,False
2284,P01,20/05/2025,BPAY - AGL ENERGY REF 5818988461,439.64,,False
2285,P01,20/05/2025,BPAY - ORIGIN ENERGY REF 2978546123,200.03,,False
2286,P01,20/05/2025,POS DAILY GRIND FORTITUDE VLY TID 809989,5.28,,False
2287,P01,20/05/2025,NBK TRSF FROM SAVER,-2621.27,,False
2288,P01,21/05/2025,CARD PURCHASE 21MAY 7-ELEVEN 2157 FORTITUDE VLY,41.95,,False
2289,P01,21/05/2025,DOORDASH *ORDER DOORDASH.COM AUS,33.12,,False
2290,P01,21/05/2025,EFTPOS PURCHASE 7-ELEVEN TOOWONG TID 886186,5.42,,False
2291,P01,21/05/2025,CARD PURCHASE 21MAY TANPOPO JAPANESE 3804 FORTITUDE VLY,11.68,,False
2292,P01,21/05/2025,EFTPOS PURCHASE 7-ELEVEN CBD TID 622387,7.37,,False
2293,P01,22/05/2025,DOORDASH *ORDER DOORDASH.COM AUS,22.26,,False
2294,P01,22/05/2025,EFTPOS PURCHASE SINGLE O CBD TID 359896,5.55,,False
2295,P01,22/05/2025,POS COFFEE HERO NEW FARM TID 200345,5.63,,False
2296,P01,22/05/2025,EFTPOS PURCHASE ST DREUX NEW FARM TID 616846,5.98,,False
2297,P01,23/05/2025,EFTPOS PURCHASE ST DREUX SOUTH BRISBANE TID 463058,6.27,,False
2298,P01,23/05/2025,POS RUBY COFFEE SOUTH BRISBANE TID 695819,4.67,,False
2299,P01,23/05/2025,CARD PURCHASE 23MAY RUBY COFFEE 8808 CBD,6.35,,False
2300,P01,23/05/2025,VISA PURCHASE SUSHI HUB SOUTH BRISBANE,11.52,,False
2301,P01,24/05/2025,BOLT *TRIP BRISBANE,26.47,,False
2302,P01,24/05/2025,CARD PURCHASE 24MAY THAI RASOI 9029 NEW FARM,42.74,,False
2303,P01,24/05/2025,CARD PURCHASE 24MAY CAMPOS 4461 CBD,4.76,,False
2304,P01,24/05/2025,EFTPOS PURCHASE HENRY COFFEE TOOWONG TID 177162,5.84,,False
2305,P01,24/05/2025,VISA PURCHASE ST DREUX TOOWONG,4.95,,False
2306,P01,25/05/2025,BPAY - SYDNEY WATER REF 0246217595,145.38,,False
2307,P01,25/05/2025,POS GOLDEN LOTUS TOOWONG TID 719587,40.35,,False
2308,P01,25/05/2025,VISA PURCHASE 7-ELEVEN TOOWONG,8.79,,False
2309,P01,25/05/2025,APPLE.COM/BILL,5.99,,False
2310,P01,26/05/2025,PAYROLL Harbour Media NET PAY,-3145.84,,False
2311,P01,26/05/2025,NETBANK TRANSFER TO SAVER,637.85,,False
2312,P01,26/05/2025,PAYID TRANSFER TO RENT BRISBANE 21 REF 35155,477.35,,False
2313,P01,26/05/2025,EFTPOS PURCHASE SINGLE O CBD TID 560023,4.91,,False
2314,P01,26/05/2025,EFTPOS PURCHASE CAMPOS NEW FARM TID 232778,5.33,,False
2315,P01,26/05/2025,EFTPOS PURCHASE MAD MEX NEW FARM TID 614217,12.12,,False
2316,P01,26/05/2025,VISA PURCHASE CAMPOS TOOWONG,5.54,,False
2317,P01,27/05/2025,CARD PURCHASE 27MAY SINGLE O 2625 FORTITUDE VLY,4.71,,False
2318,P01,27/05/2025,EFTPOS PURCHASE SINGLE O SOUTH BRISBANE TID 517690,4.53,,False
2319,P01,27/05/2025,CARD PURCHASE 27MAY COFFEE HERO 5296 NEW FARM,4.85,,False
2320,P01,27/05/2025,POS CHEMIST WAREHOUSE NEWTOWN TOOWONG TID 469770,42.82,,False
2321,P01,28/05/2025,DOORDASH *ORDER DOORDASH.COM AUS,22.47,,False
2322,P01,28/05/2025,VISA PURCHASE PITA PIT FORTITUDE VLY,14.28,,False
2323,P01,28/05/2025,POS 7-ELEVEN NEW FARM TID 431411,6.72,,False
2324,P01,29/05/2025,POS COLES INDOOROOPILLY TID 942455,23.5,,False
2325,P01,29/05/2025,CARD PURCHASE 29MAY 7-ELEVEN 5360 NEW FARM,3.71,,False
2326,P01,29/05/2025,VISA PURCHASE MECCA FORTITUDE VLY,5.93,,False
2327,P01,30/05/2025,BOLT *TRIP BRISBANE,29.96,,False
2328,P01,30/05/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 137105,27.86,,False
2329,P01,30/05/2025,VISA PURCHASE TANPOPO JAPANESE NEW FARM,8.5,,False
2330,P01,30/05/2025,POS SINGLE O CBD TID 261823,6.46,,False
2331,P01,30/05/2025,VISA PURCHASE 7-ELEVEN NEW FARM,3.39,,False
2332,P01,30/05/2025,VISA PURCHASE CHEMIST WAREHOUSE NEWTOWN FORTITUDE VLY,44.7,,False
2333,P01,31/05/2025,POS BANH MI INDOOROOPILLY TID 323369,17.81,,False
2334,P01,31/05/2025,POS MECCA SOUTH BRISBANE TID 103664,4.99,,False
2335,P01,01/06/2025,DIRECT DEBIT BUPA AUSTRALIA DDR ID 052574,120.9,,False
2336,P01,01/06/2025,VISA PURCHASE GUZMAN Y GOMEZ NEW FARM,18.07,,False
2337,P01,01/06/2025,POS BANH MI CBD TID 756017,11.69,,False
2338,P01,01/06/2025,EFTPOS PURCHASE DAILY GRIND INDOOROOPILLY TID 815028,6.25,,False
2339,P01,02/06/2025,PAYID TRANSFER TO RENT BRISBANE 22 REF 23173,477.35,,False
2340,P01,02/06/2025,CARD PURCHASE 02JUN MECCA 3224 INDOOROOPILLY,4.88,,False
2341,P01,03/06/2025,EFTPOS PURCHASE TANPOPO JAPANESE TOOWONG TID 171195,14.54,,False
2342,P01,03/06/2025,EFTPOS PURCHASE TANPOPO JAPANESE SOUTH BRISBANE TID 684039,17.13,,False
2343,P01,03/06/2025,CARD PURCHASE 03JUN TANPOPO JAPANESE 8750 CBD,8.92,,False
2344,P01,03/06/2025,EFTPOS PURCHASE 7-ELEVEN NEW FARM TID 767100,7.41,,False
2345,P01,03/06/2025,CARD PURCHASE 03JUN 7-ELEVEN 8053 CBD,3.05,,False
2346,P01,03/06/2025,VISA PURCHASE PITA PIT TOOWONG,14.61,,False
2347,P01,03/06/2025,VISA PURCHASE AMZN Mktp AU SYDNEY FORTITUDE VLY,106.7,,False
2348,P01,04/06/2025,DIRECT DEBIT OPTUS BILL DDR ID 032174,64.48,,False
2349,P01,04/06/2025,TRANSLINK TOP UP BRISBANE QLD,50.0,,False
2350,P01,04/06/2025,UBER *EATS HELP.UBER.COM NLD ORD 341533,28.18,,False
2351,P01,04/06/2025,POS 7-ELEVEN TOOWONG TID 268570,8.54,,False
2352,P01,04/06/2025,CARD PURCHASE 04JUN SUSHI HUB 7071 FORTITUDE VLY,12.49,,False
2353,P01,04/06/2025,CARD PURCHASE 04JUN BANH MI 5097 CBD,14.54,,False
2354,P01,04/06/2025,POS DAILY GRIND INDOOROOPILLY TID 141718,4.73,,False
2355,P01,04/06/2025,VISA PURCHASE HENRY COFFEE NEW FARM,4.69,,False
2356,P01,04/06/2025,CARD PURCHASE 04JUN COFFEE HERO 3693 NEW FARM,4.6,,False
2357,P01,05/06/2025,SPOTIFY P0652 STOCKHOLM,16.47,,False
2358,P01,05/06/2025,CARD PURCHASE 05JUN DAILY GRIND 5713 SOUTH BRISBANE,5.8,,False
2359,P01,05/06/2025,POS 7-ELEVEN TOOWONG TID 539248,8.55,,False
2360,P01,05/06/2025,EFTPOS PURCHASE COFFEE HERO NEW FARM TID 220961,5.73,,False
2361,P01,06/06/2025,CARD PURCHASE 06JUN COFFEE HERO 1677 CBD,5.65,,False
2362,P01,06/06/2025,VISA PURCHASE PITA PIT CBD,13.48,,False
2363,P01,06/06/2025,EFTPOS PURCHASE GUZMAN Y GOMEZ NEW FARM TID 563200,17.42,,False
2364,P01,06/06/2025,EFTPOS PURCHASE EB GAMES CBD TID 269939,120.95,,False
2365,P01,07/06/2025,VISA PURCHASE BURGER PROJECT FORTITUDE VLY,59.95,,False
2366,P01,07/06/2025,VISA PURCHASE HOKKAIDO RAMEN FORTITUDE VLY,9.37,,False
2367,P01,07/06/2025,CARD PURCHASE 07JUN 7-ELEVEN 9731 NEW FARM,3.83,,False
2368,P01,08/06/2025,NETFLIX.COM AMSTERDAM NLD,16.3,,False
2369,P01,08/06/2025,APPLE.COM/BILL ICLD 50GB,4.95,,False
2370,P01,08/06/2025,VISA PURCHASE KBBQ CBD,50.99,,False
2371,P01,08/06/2025,VISA PURCHASE 7-ELEVEN INDOOROOPILLY,6.23,,False
2372,P01,08/06/2025,CARD PURCHASE 08JUN PRICELINE PHARMACY BROADWAY 9786 FORTITUDE VLY,55.41,,False
2373,P01,09/06/2025,OSKO PAYMENT RENT BRISBANE 23,477.35,,False
2374,P01,09/06/2025,CARD PURCHASE 09JUN SUSHI HUB 4451 NEW FARM,16.2,,False
2375,P01,09/06/2025,POS HENRY COFFEE CBD TID 340594,6.11,,False
2376,P01,09/06/2025,CARD PURCHASE 09JUN HENRY COFFEE 1476 TOOWONG,5.0,,False
2377,P01,09/06/2025,VISA PURCHASE MAD MEX FORTITUDE VLY,12.99,,False
2378,P01,10/06/2025,DIRECT DEBIT - TPG INTERNET,93.49,,False
2379,P01,10/06/2025,VISA PURCHASE TANPOPO JAPANESE INDOOROOPILLY,17.74,,False
2380,P01,11/06/2025,VISA PURCHASE TANPOPO JAPANESE TOOWONG,18.41,,False
2381,P01,11/06/2025,CARD PURCHASE 11JUN COFFEE HERO 8672 NEW FARM,5.4,,False
2382,P01,11/06/2025,POS CAMPOS INDOOROOPILLY TID 719730,6.06,,False
2383,P01,11/06/2025,VISA PURCHASE HENRY COFFEE FORTITUDE VLY,6.34,,False
2384,P01,12/06/2025,EFTPOS PURCHASE WOOLWORTHS NEW FARM TID 150714,17.7,,False
2385,P01,12/06/2025,VISA PURCHASE RUBY COFFEE TOOWONG,4.62,,False
2386,P01,12/06/2025,POS DAILY GRIND CBD TID 387203,6.28,,False
2387,P01,12/06/2025,EFTPOS PURCHASE CAMPOS NEW FARM TID 155724,4.53,,False
2388,P01,12/06/2025,CARD PURCHASE 12JUN ST DREUX 2200 NEW FARM,4.64,,False
2389,P01,12/06/2025,POS PITA PIT TOOWONG TID 201380,14.16,,False
2390,P01,13/06/2025,CARD PURCHASE 13JUN HENRY COFFEE 9336 TOOWONG,5.04,,False
2391,P01,14/06/2025,CARD PURCHASE 14JUN CAMPOS 6623 INDOOROOPILLY,4.54,,False
2392,P01,14/06/2025,CARD PURCHASE 14JUN COFFEE HERO 7317 FORTITUDE VLY,6.14,,False
2393,P01,15/06/2025,VISA PURCHASE COLES FORTITUDE VLY,111.95,,False
2394,P01,15/06/2025,EFTPOS PURCHASE RUBY COFFEE FORTITUDE VLY TID 205422,5.77,,False
2395,P01,15/06/2025,VISA PURCHASE SUSHI HUB INDOOROOPILLY,11.88,,False
2396,P01,16/06/2025,PAYID TRANSFER TO RENT BRISBANE 24 REF 68565,477.35,,False
2397,P01,16/06/2025,EFTPOS PURCHASE 7-ELEVEN CBD TID 729553,8.9,,False
2398,P01,16/06/2025,VISA PURCHASE BANH MI FORTITUDE VLY,12.98,,False
2399,P01,16/06/2025,EFTPOS PURCHASE PRICELINE PHARMACY BROADWAY SOUTH BRISBANE TID 205264,37.95,,False
2400,P01,17/06/2025,EFTPOS PURCHASE HENRY COFFEE SOUTH BRISBANE TID 353617,5.57,,False
2401,P01,17/06/2025,VISA PURCHASE DAILY GRIND NEW FARM,6.09,,False
2402,P01,17/06/2025,CARD PURCHASE 17JUN MAD MEX 4234 INDOOROOPILLY,75.93,,False
2403,P01,17/06/2025,NETBANK TRANSFER FROM SAVER,-918.31,,False
2404,P01,18/06/2025,VISA PURCHASE HENRY COFFEE FORTITUDE VLY,5.17,,False
2405,P01,18/06/2025,CARD PURCHASE 18JUN RUBY COFFEE 5251 SOUTH BRISBANE,4.75,,False
2406,P01,18/06/2025,POS HOKKAIDO RAMEN TOOWONG TID 157735,17.53,,False
2407,P01,18/06/2025,EFTPOS PURCHASE ROLLD SOUTH BRISBANE TID 778426,14.41,,False
2408,P01,19/06/2025,OSKO PAYMENT FROM JESS L REF LUNCH,-24.74,,False
2409,P01,19/06/2025,EFTPOS PURCHASE HENRY COFFEE FORTITUDE VLY TID 715811,4.75,,False
2410,P01,19/06/2025,CARD PURCHASE 19JUN EB GAMES 2089 FORTITUDE VLY,148.99,,False
2411,P01,19/06/2025,VISA PURCHASE MAD MEX FORTITUDE VLY,88.46,,False
2412,P01,19/06/2025,NBK TRSF FROM SAVER,-2578.78,,False
2413,P01,20/06/2025,EFTPOS PURCHASE MECCA SOUTH BRISBANE TID 558411,4.83,,False
2414,P01,20/06/2025,CARD PURCHASE 20JUN RUBY COFFEE 2391 CBD,5.75,,False
2415,P01,21/06/2025,OSKO PAYMENT FROM ALEX D REF LUNCH,-25.77,,False
2416,P01,21/06/2025,POS HOKKAIDO RAMEN TOOWONG TID 710342,11.59,,False
2417,P01,21/06/2025,POS ST DREUX SOUTH BRISBANE TID 124607,5.79,,False
2418,P01,21/06/2025,VISA PURCHASE PITA PIT CBD,10.54,,False
2419,P01,21/06/2025,POS MUJI SYDNEY FORTITUDE VLY TID 979912,130.5,,False
2420,P01,22/06/2025,EFTPOS PURCHASE CAMPOS CBD TID 759265,6.06,,False
2421,P01,22/06/2025,VISA PURCHASE 7-ELEVEN SOUTH BRISBANE,5.49,,False
2422,P01,23/06/2025,PAYID TRANSFER TO RENT BRISBANE 25 REF 50374,477.35,,False
2423,P01,23/06/2025,EFTPOS PURCHASE TANPOPO JAPANESE TOOWONG TID 756980,12.81,,False
2424,P01,23/06/2025,POS TANPOPO JAPANESE INDOOROOPILLY TID 736002,11.55,,False
2425,P01,23/06/2025,CARD PURCHASE 23JUN MECCA 6940 INDOOROOPILLY,4.66,,False
2426,P01,24/06/2025,UBER *EATS HELP.UBER.COM NLD,26.82,,False
2427,P01,24/06/2025,CARD PURCHASE 24JUN HOKKAIDO RAMEN 7758 NEW FARM,11.34,,False
2428,P01,24/06/2025,CARD PURCHASE 24JUN HENRY COFFEE 2589 TOOWONG,4.71,,False
2429,P01,24/06/2025,POS MECCA INDOOROOPILLY TID 958609,6.24,,False
2430,P01,25/06/2025,PAYROLL Harbour Media NET PAY,-3145.84,,False
2431,P01,25/06/2025,UBER *EATS HELP.UBER.COM NLD,35.44,,False
2432,P01,25/06/2025,VISA PURCHASE SINGLE O FORTITUDE VLY,6.16,,False
2433,P01,25/06/2025,VISA PURCHASE CAMPOS SOUTH BRISBANE,4.56,,False
2434,P01,25/06/2025,EFTPOS PURCHASE SINGLE O NEW FARM TID 472601,5.71,,False
2435,P01,25/06/2025,VISA PURCHASE ST DREUX CBD,6.39,,False
2436,P01,26/06/2025,VISA PURCHASE COLES FORTITUDE VLY,31.95,,False
2437,P01,26/06/2025,POS TANPOPO JAPANESE TOOWONG TID 908812,14.36,,False
2438,P01,26/06/2025,POS PITA PIT NEW FARM TID 666092,14.19,,False
2439,P01,26/06/2025,POS ST DREUX TOOWONG TID 589701,4.61,,False
2440,P01,26/06/2025,POS COFFEE HERO TOOWONG TID 221589,4.82,,False
2441,P01,26/06/2025,POS 7-ELEVEN SOUTH BRISBANE TID 815074,8.71,,False
2442,P01,26/06/2025,POS CHEMIST WAREHOUSE NEWTOWN SOUTH BRISBANE TID 508596,18.64,,False
2443,P01,26/06/2025,APPLE.COM/BILL AUS,5.99,,False
2444,P01,27/06/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 274099,34.95,,False
2445,P01,27/06/2025,POS MECCA TOOWONG TID 584094,6.16,,False
2446,P01,28/06/2025,UBER *TRIP HELP.UBER.COM NLD TRIP 658194,30.51,,False
2447,P01,28/06/2025,EFTPOS PURCHASE PHO 236 NEW FARM TID 859159,40.95,,False
2448,P01,29/06/2025,VISA PURCHASE HARRIS FARM CBD,122.99,,False
2449,P01,30/06/2025,PAYID TRANSFER TO RENT BRISBANE 26 REF 23141,477.35,,False
2450,P01,30/06/2025,TRANSLINK TOP UP BRISBANE QLD TXN 304968,50.0,,False
2451,P01,30/06/2025,CARD PURCHASE 30JUN RUBY COFFEE 9297 NEW FARM,5.29,,False
2452,P01,30/06/2025,EFTPOS PURCHASE MECCA INDOOROOPILLY TID 339561,5.88,,False
2453,P01,30/06/2025,EFTPOS PURCHASE SINGLE O FORTITUDE VLY TID 988919,6.27,,False
2454,P01,30/06/2025,CARD PURCHASE 30JUN KMART BROADWAY 7309 CBD,126.95,,False
2455,P01,01/07/2025,DIRECT DEBIT BUPA AUSTRALIA,120.9,,False
2456,P01,01/07/2025,VISA PURCHASE ST DREUX CBD,5.22,,False
2457,P01,01/07/2025,EFTPOS PURCHASE CAMPOS FORTITUDE VLY TID 459077,6.07,,False
